breakpoints,primitives,points
0,movej_fit,"[array([ 0.62683729,  0.83998811, -0.24574283,  1.70079335, -0.89933048,
        0.76852996])]"
2500,movec_fit,"[array([2367.19913977,  993.23084106,  706.20834764]), array([2350.52423453,  893.43454485,  679.50156483])]"
5000,movec_fit,"[array([2326.63595521,  792.30598085,  667.13349695]), array([2296.10018593,  692.24076104,  669.3971284 ])]"
