breakpoints,primitives,points
0,movej_fit,"[array([ 0.62683729,  0.83998811, -0.24574283,  1.70079335, -0.89933048,
        0.76852996])]"
2500,movel_fit,"[array([2336.1888707 ,  890.78810449,  707.99809449])]"
5000,movel_fit,"[array([2296.10018593,  692.24076104,  669.3971284 ])]"
