x,y,z,R1,R2,R3,R4,R5,R6,R7,R8,R9
2376.246296,1088.730935,746.2981227,0.028069947,0.238727647,0.970680786,0.877559121,-0.470864142,0.090426484,0.478646078,0.849291511,-0.222714756
2376.24539,1088.70004,746.2813436,0.028098704,0.238721211,0.970681537,0.87758403,-0.470825294,0.090387018,0.478598718,0.849314857,-0.222727503
2376.244484,1088.669143,746.2645661,0.028127462,0.238714775,0.970682287,0.877608936,-0.470786444,0.090347552,0.478551357,0.849338201,-0.222740248
2376.243576,1088.638246,746.2477902,0.028156219,0.238708342,0.970683035,0.877633838,-0.470747592,0.090308085,0.478503995,0.849361544,-0.22275299
2376.242668,1088.607347,746.231016,0.028184977,0.238701909,0.970683783,0.877658738,-0.470708739,0.090268618,0.478456631,0.849384884,-0.222765731
2376.241758,1088.576448,746.2142435,0.028213735,0.238695478,0.970684529,0.877683633,-0.470669884,0.090229149,0.478409265,0.849408223,-0.22277847
2376.240847,1088.545548,746.1974725,0.028242494,0.238689048,0.970685273,0.877708526,-0.470631029,0.09018968,0.478361898,0.849431559,-0.222791206
2376.239935,1088.514648,746.1807033,0.028271253,0.238682619,0.970686017,0.877733415,-0.470592171,0.090150211,0.478314529,0.849454893,-0.222803941
2376.239022,1088.483746,746.1639357,0.028300012,0.238676192,0.970686759,0.877758301,-0.470553313,0.09011074,0.478267158,0.849478225,-0.222816673
2376.238108,1088.452843,746.1471697,0.028328771,0.238669766,0.9706875,0.877783183,-0.470514452,0.090071269,0.478219786,0.849501556,-0.222829403
2376.237193,1088.42194,746.1304054,0.028357531,0.238663341,0.97068824,0.877808062,-0.470475591,0.090031797,0.478172413,0.849524884,-0.222842131
2376.236277,1088.391036,746.1136427,0.028386291,0.238656918,0.970688979,0.877832938,-0.470436728,0.089992325,0.478125038,0.84954821,-0.222854857
2376.23536,1088.360131,746.0968817,0.028415052,0.238650495,0.970689717,0.87785781,-0.470397863,0.089952851,0.478077661,0.849571534,-0.222867581
2376.234441,1088.329225,746.0801223,0.028443813,0.238644075,0.970690453,0.877882679,-0.470358997,0.089913378,0.478030283,0.849594856,-0.222880303
2376.233522,1088.298318,746.0633646,0.028472574,0.238637655,0.970691188,0.877907545,-0.47032013,0.089873903,0.477982903,0.849618176,-0.222893022
2376.232601,1088.26741,746.0466085,0.028501335,0.238631237,0.970691922,0.877932407,-0.470281261,0.089834427,0.477935522,0.849641494,-0.22290574
2376.23168,1088.236501,746.0298541,0.028530097,0.23862482,0.970692654,0.877957266,-0.470242391,0.089794951,0.477888139,0.84966481,-0.222918455
2376.230757,1088.205592,746.0131013,0.028558859,0.238618404,0.970693386,0.877982121,-0.470203519,0.089755475,0.477840754,0.849688124,-0.222931169
2376.229833,1088.174682,745.9963501,0.028587622,0.23861199,0.970694116,0.878006973,-0.470164646,0.089715997,0.477793368,0.849711436,-0.22294388
2376.228908,1088.14377,745.9796007,0.028616384,0.238605577,0.970694845,0.878031822,-0.470125772,0.089676519,0.47774598,0.849734745,-0.222956589
2376.227982,1088.112858,745.9628528,0.028645147,0.238599165,0.970695572,0.878056668,-0.470086896,0.08963704,0.477698591,0.849758053,-0.222969296
2376.227055,1088.081946,745.9461066,0.028673911,0.238592754,0.970696299,0.87808151,-0.470048018,0.089597561,0.4776512,0.849781359,-0.222982001
2376.226127,1088.051032,745.9293621,0.028702675,0.238586345,0.970697024,0.878106348,-0.470009139,0.08955808,0.477603808,0.849804663,-0.222994704
2376.225198,1088.020117,745.9126192,0.028731439,0.238579937,0.970697748,0.878131184,-0.469970259,0.089518599,0.477556414,0.849827964,-0.223007404
2376.224268,1087.989202,745.8958779,0.028760203,0.238573531,0.970698471,0.878156016,-0.469931378,0.089479118,0.477509019,0.849851264,-0.223020103
2376.223336,1087.958285,745.8791383,0.028788968,0.238567125,0.970699192,0.878180844,-0.469892494,0.089439635,0.477461621,0.849874562,-0.223032799
2376.222404,1087.927368,745.8624004,0.028817733,0.238560721,0.970699913,0.87820567,-0.46985361,0.089400152,0.477414223,0.849897857,-0.223045494
2376.22147,1087.89645,745.8456641,0.028846498,0.238554319,0.970700632,0.878230491,-0.469814724,0.089360668,0.477366823,0.849921151,-0.223058186
2376.220535,1087.865531,745.8289294,0.028875264,0.238547917,0.97070135,0.87825531,-0.469775836,0.089321184,0.477319421,0.849944442,-0.223070876
2376.2196,1087.834612,745.8121964,0.02890403,0.238541517,0.970702066,0.878280125,-0.469736948,0.089281699,0.477272018,0.849967732,-0.223083564
2376.218663,1087.803691,745.7954651,0.028932796,0.238535118,0.970702782,0.878304937,-0.469698057,0.089242213,0.477224613,0.849991019,-0.22309625
2376.217725,1087.772769,745.7787354,0.028961563,0.238528721,0.970703496,0.878329745,-0.469659166,0.089202726,0.477177206,0.850014304,-0.223108934
2376.216786,1087.741847,745.7620073,0.02899033,0.238522325,0.970704209,0.878354551,-0.469620273,0.089163239,0.477129798,0.850037588,-0.223121616
2376.215846,1087.710924,745.7452809,0.029019097,0.23851593,0.970704921,0.878379352,-0.469581378,0.089123751,0.477082389,0.850060869,-0.223134295
2376.214905,1087.68,745.7285562,0.029047865,0.238509536,0.970705631,0.878404151,-0.469542482,0.089084262,0.477034977,0.850084148,-0.223146973
2376.213962,1087.649075,745.7118331,0.029076632,0.238503144,0.970706341,0.878428946,-0.469503585,0.089044773,0.476987565,0.850107425,-0.223159648
2376.213019,1087.618149,745.6951116,0.029105401,0.238496753,0.970707049,0.878453737,-0.469464686,0.089005282,0.47694015,0.8501307,-0.223172321
2376.212075,1087.587223,745.6783918,0.029134169,0.238490363,0.970707756,0.878478526,-0.469425786,0.088965792,0.476892735,0.850153974,-0.223184993
2376.211129,1087.556295,745.6616736,0.029162938,0.238483975,0.970708461,0.87850331,-0.469386884,0.0889263,0.476845317,0.850177245,-0.223197662
2376.210182,1087.525367,745.6449571,0.029191707,0.238477587,0.970709166,0.878528092,-0.469347981,0.088886808,0.476797898,0.850200514,-0.223210329
2376.209235,1087.494437,745.6282423,0.029220477,0.238471202,0.970709869,0.87855287,-0.469309076,0.088847315,0.476750478,0.850223781,-0.223222994
2376.208286,1087.463507,745.6115291,0.029249247,0.238464817,0.970710571,0.878577645,-0.46927017,0.088807821,0.476703056,0.850247046,-0.223235656
2376.207336,1087.432576,745.5948175,0.029278017,0.238458434,0.970711272,0.878602416,-0.469231263,0.088768327,0.476655632,0.850270308,-0.223248317
2376.206385,1087.401645,745.5781076,0.029306787,0.238452052,0.970711971,0.878627185,-0.469192354,0.088728832,0.476608207,0.850293569,-0.223260975
2376.205433,1087.370712,745.5613993,0.029335558,0.238445671,0.97071267,0.878651949,-0.469153444,0.088689336,0.47656078,0.850316828,-0.223273632
2376.20448,1087.339779,745.5446927,0.029364329,0.238439292,0.970713367,0.878676711,-0.469114532,0.08864984,0.476513352,0.850340085,-0.223286286
2376.203526,1087.308844,745.5279878,0.029393101,0.238432914,0.970714063,0.878701469,-0.469075619,0.088610343,0.476465922,0.85036334,-0.223298938
2376.20257,1087.277909,745.5112845,0.029421872,0.238426537,0.970714757,0.878726223,-0.469036704,0.088570845,0.47641849,0.850386592,-0.223311589
2376.201614,1087.246973,745.4945828,0.029450645,0.238420162,0.970715451,0.878750975,-0.468997788,0.088531346,0.476371057,0.850409843,-0.223324237
2376.200656,1087.216036,745.4778828,0.029479417,0.238413787,0.970716143,0.878775723,-0.468958871,0.088491847,0.476323623,0.850433092,-0.223336882
2376.199698,1087.185098,745.4611844,0.02950819,0.238407415,0.970716834,0.878800467,-0.468919952,0.088452347,0.476276186,0.850456338,-0.223349526
2376.198738,1087.15416,745.4444877,0.029536963,0.238401043,0.970717524,0.878825208,-0.468881032,0.088412847,0.476228749,0.850479583,-0.223362168
2376.197778,1087.12322,745.4277927,0.029565736,0.238394673,0.970718212,0.878849946,-0.46884211,0.088373345,0.476181309,0.850502825,-0.223374807
2376.196816,1087.09228,745.4110993,0.02959451,0.238388304,0.970718899,0.878874681,-0.468803187,0.088333843,0.476133869,0.850526066,-0.223387445
2376.195853,1087.061339,745.3944075,0.029623284,0.238381936,0.970719585,0.878899412,-0.468764262,0.088294341,0.476086426,0.850549304,-0.22340008
2376.194889,1087.030396,745.3777174,0.029652058,0.23837557,0.97072027,0.878924139,-0.468725336,0.088254837,0.476038982,0.850572541,-0.223412713
2376.193924,1086.999454,745.3610289,0.029680833,0.238369205,0.970720954,0.878948864,-0.468686409,0.088215333,0.475991537,0.850595775,-0.223425345
2376.192958,1086.96851,745.3443421,0.029709608,0.238362841,0.970721636,0.878973585,-0.46864748,0.088175828,0.47594409,0.850619007,-0.223437974
2376.19199,1086.937565,745.327657,0.029738383,0.238356478,0.970722318,0.878998302,-0.46860855,0.088136323,0.475896641,0.850642238,-0.2234506
2376.191022,1086.90662,745.3109735,0.029767159,0.238350117,0.970722997,0.879023017,-0.468569618,0.088096817,0.475849191,0.850665466,-0.223463225
2376.190053,1086.875673,745.2942916,0.029795935,0.238343757,0.970723676,0.879047728,-0.468530685,0.08805731,0.475801739,0.850688692,-0.223475848
2376.189082,1086.844726,745.2776114,0.029824711,0.238337399,0.970724354,0.879072435,-0.46849175,0.088017802,0.475754286,0.850711916,-0.223488469
2376.18811,1086.813778,745.2609329,0.029853487,0.238331042,0.97072503,0.879097139,-0.468452815,0.087978294,0.475706831,0.850735138,-0.223501087
2376.187138,1086.782829,745.244256,0.029882264,0.238324686,0.970725705,0.87912184,-0.468413877,0.087938785,0.475659374,0.850758358,-0.223513703
2376.186164,1086.751879,745.2275807,0.029911041,0.238318331,0.970726379,0.879146538,-0.468374938,0.087899275,0.475611916,0.850781576,-0.223526318
2376.185189,1086.720929,745.2109071,0.029939819,0.238311978,0.970727052,0.879171232,-0.468335998,0.087859765,0.475564457,0.850804792,-0.22353893
2376.184213,1086.689977,745.1942352,0.029968597,0.238305625,0.970727723,0.879195922,-0.468297056,0.087820254,0.475516996,0.850828006,-0.22355154
2376.183236,1086.659025,745.1775649,0.029997375,0.238299275,0.970728393,0.87922061,-0.468258113,0.087780742,0.475469533,0.850851218,-0.223564148
2376.182258,1086.628072,745.1608963,0.030026153,0.238292925,0.970729062,0.879245294,-0.468219169,0.087741229,0.475422069,0.850874428,-0.223576754
2376.181279,1086.597118,745.1442293,0.030054932,0.238286577,0.97072973,0.879269974,-0.468180223,0.087701716,0.475374603,0.850897636,-0.223589357
2376.180299,1086.566163,745.1275639,0.030083711,0.23828023,0.970730396,0.879294652,-0.468141275,0.087662202,0.475327136,0.850920841,-0.223601959
2376.179317,1086.535207,745.1109002,0.030112491,0.238273885,0.970731062,0.879319326,-0.468102327,0.087622688,0.475279667,0.850944045,-0.223614558
2376.178335,1086.50425,745.0942382,0.03014127,0.23826754,0.970731726,0.879343996,-0.468063376,0.087583173,0.475232196,0.850967247,-0.223627156
2376.177351,1086.473293,745.0775778,0.030170051,0.238261197,0.970732388,0.879368663,-0.468024425,0.087543657,0.475184724,0.850990446,-0.223639751
2376.176367,1086.442335,745.0609191,0.030198831,0.238254856,0.97073305,0.879393327,-0.467985472,0.08750414,0.475137251,0.851013644,-0.223652344
2376.175381,1086.411375,745.044262,0.030227612,0.238248515,0.97073371,0.879417988,-0.467946517,0.087464623,0.475089775,0.851036839,-0.223664935
2376.174394,1086.380415,745.0276066,0.030256393,0.238242176,0.97073437,0.879442645,-0.467907561,0.087425105,0.475042299,0.851060033,-0.223677524
2376.173406,1086.349454,745.0109528,0.030285174,0.238235838,0.970735027,0.879467298,-0.467868604,0.087385586,0.474994821,0.851083224,-0.223690111
2376.172417,1086.318493,744.9943007,0.030313956,0.238229502,0.970735684,0.879491949,-0.467829645,0.087346066,0.474947341,0.851106414,-0.223702696
2376.171427,1086.28753,744.9776502,0.030342738,0.238223167,0.97073634,0.879516596,-0.467790685,0.087306546,0.474899859,0.851129601,-0.223715278
2376.170436,1086.256567,744.9610014,0.03037152,0.238216833,0.970736994,0.879541239,-0.467751724,0.087267025,0.474852376,0.851152786,-0.223727859
2376.169444,1086.225602,744.9443542,0.030400302,0.2382105,0.970737647,0.879565879,-0.467712761,0.087227504,0.474804892,0.85117597,-0.223740437
2376.16845,1086.194637,744.9277087,0.030429085,0.238204169,0.970738299,0.879590516,-0.467673796,0.087187982,0.474757406,0.851199151,-0.223753014
2376.167456,1086.163671,744.9110648,0.030457869,0.238197839,0.970738949,0.87961515,-0.46763483,0.087148459,0.474709918,0.85122233,-0.223765588
2376.166461,1086.132704,744.8944226,0.030486652,0.23819151,0.970739599,0.87963978,-0.467595863,0.087108935,0.474662429,0.851245507,-0.22377816
2376.165464,1086.101737,744.877782,0.030515436,0.238185183,0.970740247,0.879664407,-0.467556894,0.087069411,0.474614938,0.851268682,-0.22379073
2376.164466,1086.070768,744.8611431,0.03054422,0.238178857,0.970740894,0.87968903,-0.467517924,0.087029886,0.474567446,0.851291855,-0.223803298
2376.163468,1086.039799,744.8445059,0.030573005,0.238172532,0.97074154,0.87971365,-0.467478952,0.08699036,0.474519952,0.851315026,-0.223815863
2376.162468,1086.008828,744.8278703,0.030601789,0.238166208,0.970742184,0.879738267,-0.467439979,0.086950834,0.474472457,0.851338195,-0.223828427
2376.161467,1085.977857,744.8112363,0.030630575,0.238159886,0.970742827,0.87976288,-0.467401005,0.086911307,0.47442496,0.851361362,-0.223840989
2376.160465,1085.946885,744.794604,0.03065936,0.238153565,0.970743469,0.87978749,-0.467362029,0.086871779,0.474377462,0.851384527,-0.223853548
2376.159462,1085.915912,744.7779734,0.030688146,0.238147245,0.97074411,0.879812097,-0.467323052,0.086832251,0.474329962,0.85140769,-0.223866105
2376.158457,1085.884939,744.7613444,0.030716932,0.238140927,0.97074475,0.8798367,-0.467284073,0.086792721,0.47428246,0.851430851,-0.22387866
2376.157452,1085.853964,744.7447171,0.030745718,0.23813461,0.970745388,0.8798613,-0.467245093,0.086753192,0.474234957,0.851454009,-0.223891214
2376.156446,1085.822989,744.7280914,0.030774505,0.238128294,0.970746025,0.879885896,-0.467206112,0.086713661,0.474187452,0.851477166,-0.223903764
2376.155438,1085.792013,744.7114674,0.030803292,0.23812198,0.970746661,0.879910489,-0.467167129,0.08667413,0.474139946,0.851500321,-0.223916313
2376.15443,1085.761036,744.694845,0.030832079,0.238115667,0.970747296,0.879935079,-0.467128144,0.086634598,0.474092438,0.851523473,-0.22392886
2376.15342,1085.730058,744.6782243,0.030860867,0.238109355,0.970747929,0.879959665,-0.467089159,0.086595065,0.474044929,0.851546624,-0.223941405
2376.15241,1085.699079,744.6616052,0.030889655,0.238103045,0.970748561,0.879984248,-0.467050171,0.086555532,0.473997418,0.851569773,-0.223953947
2376.151398,1085.668099,744.6449878,0.030918443,0.238096735,0.970749192,0.880008828,-0.467011183,0.086515998,0.473949905,0.851592919,-0.223966488
2376.150385,1085.637119,744.628372,0.030947232,0.238090427,0.970749822,0.880033404,-0.466972193,0.086476463,0.473902391,0.851616063,-0.223979026
2376.149371,1085.606137,744.6117579,0.030976021,0.238084121,0.970750451,0.880057977,-0.466933201,0.086436928,0.473854876,0.851639206,-0.223991562
2376.148356,1085.575155,744.5951454,0.03100481,0.238077815,0.970751078,0.880082547,-0.466894209,0.086397392,0.473807359,0.851662346,-0.224004096
2376.14734,1085.544172,744.5785346,0.031033599,0.238071511,0.970751704,0.880107113,-0.466855214,0.086357855,0.47375984,0.851685484,-0.224016628
2376.146323,1085.513188,744.5619255,0.031062389,0.238065209,0.970752329,0.880131675,-0.466816218,0.086318318,0.47371232,0.851708621,-0.224029158
2376.145304,1085.482203,744.545318,0.031091179,0.238058907,0.970752953,0.880156235,-0.466777221,0.086278779,0.473664798,0.851731755,-0.224041686
2376.144285,1085.451218,744.5287121,0.03111997,0.238052607,0.970753575,0.880180791,-0.466738223,0.086239241,0.473617275,0.851754887,-0.224054211
2376.143264,1085.420231,744.5121079,0.031148761,0.238046308,0.970754196,0.880205344,-0.466699223,0.086199701,0.47356975,0.851778017,-0.224066735
2376.142243,1085.389244,744.4955054,0.031177552,0.238040011,0.970754816,0.880229893,-0.466660221,0.086160161,0.473522223,0.851801145,-0.224079256
2376.14122,1085.358256,744.4789045,0.031206343,0.238033715,0.970755435,0.880254439,-0.466621219,0.08612062,0.473474695,0.851824271,-0.224091776
2376.140197,1085.327267,744.4623053,0.031235135,0.23802742,0.970756053,0.880278981,-0.466582214,0.086081078,0.473427166,0.851847395,-0.224104293
2376.139172,1085.296277,744.4457077,0.031263927,0.238021126,0.970756669,0.880303521,-0.466543209,0.086041536,0.473379635,0.851870517,-0.224116808
2376.138146,1085.265286,744.4291118,0.031292719,0.238014834,0.970757284,0.880328056,-0.466504202,0.086001993,0.473332102,0.851893637,-0.224129321
2376.137119,1085.234295,744.4125175,0.031321512,0.238008543,0.970757898,0.880352589,-0.466465193,0.08596245,0.473284568,0.851916755,-0.224141832
2376.136091,1085.203302,744.3959249,0.031350305,0.238002253,0.970758511,0.880377118,-0.466426183,0.085922905,0.473237032,0.851939871,-0.224154341
2376.135062,1085.172309,744.379334,0.031379098,0.237995965,0.970759122,0.880401644,-0.466387172,0.08588336,0.473189495,0.851962984,-0.224166847
2376.134031,1085.141315,744.3627447,0.031407892,0.237989677,0.970759732,0.880426166,-0.466348159,0.085843814,0.473141956,0.851986096,-0.224179352
2376.133,1085.11032,744.346157,0.031436686,0.237983392,0.970760341,0.880450685,-0.466309145,0.085804268,0.473094415,0.852009206,-0.224191854
2376.131968,1085.079324,744.329571,0.03146548,0.237977107,0.970760949,0.880475201,-0.466270129,0.085764721,0.473046874,0.852032313,-0.224204355
2376.130934,1085.048328,744.3129867,0.031494274,0.237970824,0.970761556,0.880499713,-0.466231113,0.085725173,0.47299933,0.852055419,-0.224216853
2376.1299,1085.01733,744.296404,0.031523069,0.237964542,0.970762161,0.880524222,-0.466192094,0.085685625,0.472951785,0.852078522,-0.224229349
2376.128864,1084.986332,744.279823,0.031551864,0.237958261,0.970762765,0.880548727,-0.466153074,0.085646075,0.472904238,0.852101624,-0.224241843
2376.127827,1084.955333,744.2632436,0.03158066,0.237951982,0.970763368,0.880573229,-0.466114053,0.085606526,0.47285669,0.852124723,-0.224254335
2376.126789,1084.924333,744.2466659,0.031609456,0.237945704,0.970763969,0.880597728,-0.46607503,0.085566975,0.472809141,0.852147821,-0.224266824
2376.12575,1084.893332,744.2300898,0.031638252,0.237939427,0.97076457,0.880622224,-0.466036006,0.085527424,0.472761589,0.852170916,-0.224279312
2376.12471,1084.86233,744.2135154,0.031667048,0.237933152,0.970765169,0.880646716,-0.465996981,0.085487872,0.472714037,0.852194009,-0.224291798
2376.123669,1084.831327,744.1969427,0.031695845,0.237926878,0.970765767,0.880671204,-0.465957954,0.085448319,0.472666482,0.8522171,-0.224304281
2376.122627,1084.800324,744.1803716,0.031724642,0.237920605,0.970766364,0.88069569,-0.465918926,0.085408766,0.472618926,0.85224019,-0.224316762
2376.121584,1084.76932,744.1638021,0.031753439,0.237914333,0.970766959,0.880720171,-0.465879896,0.085369212,0.472571369,0.852263277,-0.224329241
2376.120539,1084.738315,744.1472343,0.031782237,0.237908063,0.970767553,0.88074465,-0.465840865,0.085329657,0.47252381,0.852286362,-0.224341719
2376.119494,1084.707309,744.1306682,0.031811035,0.237901794,0.970768147,0.880769125,-0.465801832,0.085290102,0.472476249,0.852309445,-0.224354193
2376.118447,1084.676302,744.1141037,0.031839833,0.237895527,0.970768738,0.880793597,-0.465762798,0.085250546,0.472428687,0.852332526,-0.224366666
2376.1174,1084.645294,744.0975409,0.031868632,0.23788926,0.970769329,0.880818065,-0.465723763,0.085210989,0.472381124,0.852355605,-0.224379137
2376.116351,1084.614286,744.0809797,0.031897431,0.237882995,0.970769918,0.88084253,-0.465684726,0.085171432,0.472333559,0.852378682,-0.224391606
2376.115301,1084.583276,744.0644202,0.03192623,0.237876731,0.970770507,0.880866992,-0.465645688,0.085131874,0.472285992,0.852401756,-0.224404072
2376.114251,1084.552266,744.0478623,0.03195503,0.237870469,0.970771094,0.88089145,-0.465606648,0.085092315,0.472238424,0.852424829,-0.224416537
2376.113199,1084.521255,744.0313061,0.031983829,0.237864208,0.970771679,0.880915905,-0.465567607,0.085052755,0.472190854,0.8524479,-0.224428999
2376.112146,1084.490243,744.0147516,0.03201263,0.237857948,0.970772264,0.880940357,-0.465528564,0.085013195,0.472143282,0.852470969,-0.224441459
2376.111091,1084.45923,743.9981987,0.03204143,0.23785169,0.970772847,0.880964805,-0.465489521,0.084973634,0.47209571,0.852494035,-0.224453917
2376.110036,1084.428217,743.9816475,0.032070231,0.237845432,0.970773429,0.88098925,-0.465450475,0.084934073,0.472048135,0.8525171,-0.224466373
2376.10898,1084.397202,743.9650979,0.032099032,0.237839176,0.97077401,0.881013691,-0.465411428,0.08489451,0.472000559,0.852540162,-0.224478827
2376.107922,1084.366187,743.94855,0.032127833,0.237832922,0.97077459,0.881038129,-0.46537238,0.084854947,0.471952982,0.852563223,-0.224491279
2376.106864,1084.335171,743.9320037,0.032156635,0.237826668,0.970775168,0.881062564,-0.465333331,0.084815384,0.471905403,0.852586281,-0.224503728
2376.105804,1084.304154,743.9154591,0.032185437,0.237820416,0.970775745,0.881086995,-0.46529428,0.08477582,0.471857822,0.852609338,-0.224516176
2376.104744,1084.273136,743.8989162,0.032214239,0.237814166,0.970776321,0.881111423,-0.465255227,0.084736255,0.47181024,0.852632392,-0.224528621
2376.103682,1084.242117,743.8823749,0.032243042,0.237807916,0.970776896,0.881135848,-0.465216174,0.084696689,0.471762656,0.852655444,-0.224541065
2376.102619,1084.211098,743.8658352,0.032271845,0.237801668,0.970777469,0.881160269,-0.465177118,0.084657123,0.471715071,0.852678495,-0.224553506
2376.101555,1084.180077,743.8492972,0.032300648,0.237795421,0.970778041,0.881184687,-0.465138062,0.084617556,0.471667484,0.852701543,-0.224565945
2376.10049,1084.149056,743.8327609,0.032329452,0.237789176,0.970778612,0.881209102,-0.465099004,0.084577988,0.471619896,0.852724589,-0.224578382
2376.099424,1084.118034,743.8162262,0.032358256,0.237782932,0.970779182,0.881233513,-0.465059944,0.084538419,0.471572306,0.852747633,-0.224590817
2376.098357,1084.087011,743.7996932,0.03238706,0.237776689,0.970779751,0.88125792,-0.465020883,0.08449885,0.471524714,0.852770675,-0.224603249
2376.097289,1084.055987,743.7831619,0.032415864,0.237770447,0.970780318,0.881282325,-0.464981821,0.084459281,0.471477121,0.852793715,-0.22461568
2376.09622,1084.024963,743.7666321,0.032444669,0.237764207,0.970780884,0.881306726,-0.464942758,0.08441971,0.471429527,0.852816753,-0.224628108
2376.095149,1083.993937,743.7501041,0.032473474,0.237757968,0.970781449,0.881331123,-0.464903692,0.084380139,0.471381931,0.852839789,-0.224640535
2376.094078,1083.962911,743.7335777,0.032502279,0.23775173,0.970782013,0.881355518,-0.464864626,0.084340567,0.471334333,0.852862823,-0.224652959
2376.093005,1083.931884,743.717053,0.032531085,0.237745494,0.970782575,0.881379908,-0.464825558,0.084300995,0.471286734,0.852885855,-0.224665381
2376.091931,1083.900856,743.7005299,0.032559891,0.237739258,0.970783137,0.881404296,-0.464786489,0.084261422,0.471239133,0.852908884,-0.224677801
2376.090857,1083.869827,743.6840085,0.032588698,0.237733025,0.970783697,0.88142868,-0.464747418,0.084221848,0.471191531,0.852931912,-0.224690219
2376.089781,1083.838797,743.6674887,0.032617504,0.237726792,0.970784256,0.881453061,-0.464708346,0.084182273,0.471143927,0.852954938,-0.224702635
2376.088704,1083.807767,743.6509706,0.032646311,0.237720561,0.970784813,0.881477438,-0.464669272,0.084142698,0.471096322,0.852977961,-0.224715049
2376.087626,1083.776735,743.6344542,0.032675118,0.237714331,0.970785369,0.881501812,-0.464630197,0.084103122,0.471048715,0.853000983,-0.22472746
2376.086547,1083.745703,743.6179394,0.032703926,0.237708102,0.970785925,0.881526183,-0.464591121,0.084063545,0.471001107,0.853024002,-0.22473987
2376.085467,1083.71467,743.6014263,0.032732734,0.237701875,0.970786478,0.88155055,-0.464552043,0.084023968,0.470953497,0.85304702,-0.224752277
2376.084385,1083.683636,743.5849148,0.032761542,0.237695649,0.970787031,0.881574914,-0.464512964,0.08398439,0.470905885,0.853070035,-0.224764682
2376.083303,1083.652602,743.568405,0.032790351,0.237689424,0.970787583,0.881599274,-0.464473883,0.083944812,0.470858272,0.853093049,-0.224777085
2376.082219,1083.621566,743.5518968,0.032819159,0.237683201,0.970788133,0.881623631,-0.464434801,0.083905232,0.470810658,0.85311606,-0.224789486
2376.081135,1083.59053,743.5353903,0.032847968,0.237676979,0.970788682,0.881647985,-0.464395718,0.083865652,0.470763041,0.853139069,-0.224801885
2376.080049,1083.559492,743.5188855,0.032876778,0.237670758,0.97078923,0.881672336,-0.464356633,0.083826071,0.470715424,0.853162076,-0.224814282
2376.078963,1083.528454,743.5023823,0.032905588,0.237664538,0.970789776,0.881696683,-0.464317547,0.08378649,0.470667805,0.853185081,-0.224826677
2376.077875,1083.497415,743.4858807,0.032934398,0.23765832,0.970790321,0.881721026,-0.464278459,0.083746908,0.470620184,0.853208084,-0.224839069
2376.076786,1083.466375,743.4693809,0.032963208,0.237652103,0.970790866,0.881745366,-0.46423937,0.083707325,0.470572562,0.853231086,-0.22485146
