breakpoints,primitives,points
0,movej_fit,"[array([ 0.62683729,  0.83998811, -0.24574283,  1.70079335, -0.89933048,
        0.76852996])]"
8400,movec_fit,"[array([2363.05093258,  953.39728053,  691.20482778]), array([2331.66100427,  811.33777642,  668.34821038])]"
11938,movec_fit,"[array([2314.81180334,  751.45322288,  666.45537909]), array([2296.10018593,  692.24076104,  669.3971284 ])]"
